0,0,0,0,1,0.0051611,0.00467,0.0042256,0,0,-0.0051611,-0.00467,-0.0042256,0,1,0.0051611,0.00467,0.0042256,0,0
0,0,0,0,0,0.095163,0.086107,0.077912,0.070498,0.063789,-0.095163,-0.086107,-0.077912,-0.070498,-0.063789,0.095163,0.086107,0.077912,0.070498,0.063789
0,0,0,0,0,0.057719,0.052226,0.047256,0.042759,0.03869,-0.057719,-0.052226,-0.047256,-0.042759,-0.03869,0.057719,0.052226,0.047256,0.042759,0.03869
0,0,0,0,0,0.035008,0.031677,0.028662,0.025935,0.023467,-0.035008,-0.031677,-0.028662,-0.025935,-0.023467,0.035008,0.031677,0.028662,0.025935,0.023467
0,0,0,0,0,0.021234,0.019213,0.017385,0.01573,0.014233,-0.021234,-0.019213,-0.017385,-0.01573,-0.014233,0.021234,0.019213,0.017385,0.01573,0.014233
0,0,0,0,0,0.012879,0.011653,0.010544,0.0095409,0.008633,-0.012879,-0.011653,-0.010544,-0.0095409,-0.008633,0.012879,0.011653,0.010544,0.0095409,0.008633
0,0,0,0,0,0.0078114,0.0070681,0.0063955,0.0057868,0.0052362,-0.0078114,-0.0070681,-0.0063955,-0.0057868,-0.0052362,0.0078114,0.0070681,0.0063955,0.0057868,0.0052362
0,0,0,0,0,0.0047379,0.004287,0.003879,0.0035099,0.0031759,-0.0047379,-0.004287,-0.003879,-0.0035099,-0.0031759,0.0047379,0.004287,0.003879,0.0035099,0.0031759
0,0,0,0,0,0.0028737,0.0026002,0.0023528,0.0021289,0.0019263,-0.0028737,-0.0026002,-0.0023528,-0.0021289,-0.0019263,0.0028737,0.0026002,0.0023528,0.0021289,0.0019263
0,0,0,0,0,0.001743,0.0015771,0.001427,0.0012912,0.0011683,-0.001743,-0.0015771,-0.001427,-0.0012912,-0.0011683,0.001743,0.0015771,0.001427,0.0012912,0.0011683
0,0,0,0,0,0.0010572,0.0009566,0.0008655,0.0007832,0,-0.0010572,-0.0009566,-0.0008655,-0.0007832,0,0.0010572,0.0009566,0.0008655,0.0007832,0
-1,0,0,0,0,0,-0.095163,-0.086107,-0.077912,-0.070498,-1,0.095163,0.086107,0.077912,0.070498,0,-0.095163,-0.086107,-0.077912,-0.070498
0,0,0,0,0,-0.063789,-0.057719,-0.052226,-0.047256,-0.042759,0.063789,0.057719,0.052226,0.047256,0.042759,-0.063789,-0.057719,-0.052226,-0.047256,-0.042759
0,0,0,0,0,-0.03869,-0.035008,-0.031677,-0.028662,-0.025935,0.03869,0.035008,0.031677,0.028662,0.025935,-0.03869,-0.035008,-0.031677,-0.028662,-0.025935
0,0,0,0,0,-0.023467,-0.021234,-0.019213,-0.017385,-0.01573,0.023467,0.021234,0.019213,0.017385,0.01573,-0.023467,-0.021234,-0.019213,-0.017385,-0.01573
0,0,0,0,0,-0.014233,-0.012879,-0.011653,-0.010544,-0.0095409,0.014233,0.012879,0.011653,0.010544,0.0095409,-0.014233,-0.012879,-0.011653,-0.010544,-0.0095409
0,0,0,0,0,-0.008633,-0.0078114,-0.0070681,-0.0063955,-0.0057868,0.008633,0.0078114,0.0070681,0.0063955,0.0057868,-0.008633,-0.0078114,-0.0070681,-0.0063955,-0.0057868
0,0,0,0,0,-0.0052362,-0.0047379,-0.004287,-0.003879,-0.0035099,0.0052362,0.0047379,0.004287,0.003879,0.0035099,-0.0052362,-0.0047379,-0.004287,-0.003879,-0.0035099
0,0,0,0,0,-0.0031759,-0.0028737,-0.0026002,-0.0023528,-0.0021289,0.0031759,0.0028737,0.0026002,0.0023528,0.0021289,-0.0031759,-0.0028737,-0.0026002,-0.0023528,-0.0021289
0,0,0,0,0,-0.0019263,-0.001743,-0.0015771,-0.001427,-0.0012912,0.0019263,0.001743,0.0015771,0.001427,0.0012912,-0.0019263,-0.001743,-0.0015771,-0.001427,-0.0012912
0,0,0,0,0,-0.0011683,-0.0010572,-0.0009566,-0.0008655,-0.0007832,0.0011683,0.0010572,0.0009566,0.0008655,0.0007832,-0.0011683,-0.0010572,-0.0009566,-0.0008655,-0.0007832
