0.58779,0.95106,0.95106,0.58779,0,0.029395,0.10261,0.18645,0.24415,0.24937,0.55839,0.84844,0.7646,0.34364,-0.24937,0.029395,0.10261,0.18645,0.24415,0.24937
-0.58779,-0.95106,-0.95106,-0.58779,0,0.19625,0.10155,-0.0017157,-0.07699,-0.09812,-0.78403,-1.0526,-0.94934,-0.5108,0.09812,0.19625,0.10155,-0.0017157,-0.07699,-0.09812
0.58779,0.95106,0.95106,0.58779,0,-0.059388,0.022281,0.11377,0.17838,0.18986,0.64717,0.92878,0.83729,0.40941,-0.18986,-0.059388,0.022281,0.11377,0.17838,0.18986
-0.58779,-0.95106,-0.95106,-0.58779,0,0.1424,0.052828,-0.045804,-0.11688,-0.13422,-0.73018,-1.0039,-0.90525,-0.4709,0.13422,0.1424,0.052828,-0.045804,-0.11688,-0.13422
0.58779,0.95106,0.95106,0.58779,0,-0.092049,-0.007272,0.087024,0.15418,0.16796,0.67983,0.95833,0.86403,0.4336,-0.16796,-0.092049,-0.007272,0.087024,0.15418,0.16796
-0.58779,-0.95106,-0.95106,-0.58779,0,0.12259,0.034903,-0.062023,-0.13156,-0.14749,-0.71037,-0.98596,-0.88903,-0.45623,0.14749,0.12259,0.034903,-0.062023,-0.13156,-0.14749
0.58779,0.95106,0.95106,0.58779,0,-0.10406,-0.018144,0.077187,0.14528,0.15991,0.69185,0.9692,0.87387,0.44251,-0.15991,-0.10406,-0.018144,0.077187,0.14528,0.15991
-0.58779,-0.95106,-0.95106,-0.58779,0,0.1153,0.028309,-0.067989,-0.13696,-0.15238,-0.70308,-0.97937,-0.88307,-0.45083,0.15238,0.1153,0.028309,-0.067989,-0.13696,-0.15238
0.58779,0.95106,0.95106,0.58779,0,-0.10848,-0.022144,0.073568,0.142,0.15695,0.69627,0.9732,0.87749,0.44578,-0.15695,-0.10848,-0.022144,0.073568,0.142,0.15695
-0.58779,-0.95106,-0.95106,-0.58779,0,0.11262,0.025883,-0.070184,-0.13894,-0.15418,-0.7004,-0.97694,-0.88087,-0.44884,0.15418,0.11262,0.025883,-0.070184,-0.13894,-0.15418
0,1,1,1,1,0,0.013095,0.10701,0.19199,0.26888,0,0.9869,0.89299,0.80801,0.73112,0,0.013095,0.10701,0.19199,0.26888
1,1,1,1,1,0.33846,0.40141,0.45838,0.50992,0.55656,0.66154,0.59859,0.54162,0.49008,0.44344,0.33846,0.40141,0.45838,0.50992,0.55656
1,1,1,1,1,0.59875,0.63694,0.67149,0.70275,0.73104,0.40125,0.36306,0.32851,0.29725,0.26896,0.59875,0.63694,0.67149,0.70275,0.73104
1,1,1,1,1,0.75663,0.77979,0.80075,0.81971,0.83687,0.24337,0.22021,0.19925,0.18029,0.16313,0.75663,0.77979,0.80075,0.81971,0.83687
1,1,1,1,1,0.85239,0.86644,0.87915,0.89065,0.90105,0.14761,0.13356,0.12085,0.10935,0.098946,0.85239,0.86644,0.87915,0.89065,0.90105
1,1,1,1,1,0.91047,0.91899,0.9267,0.93367,0.93999,0.08953,0.08101,0.073301,0.066325,0.060014,0.91047,0.91899,0.9267,0.93367,0.93999
1,1,1,1,1,0.9457,0.95086,0.95554,0.95977,0.9636,0.054303,0.049135,0.044459,0.040228,0.0364,0.9457,0.95086,0.95554,0.95977,0.9636
1,1,1,1,1,0.96706,0.9702,0.97303,0.9756,0.97792,0.032936,0.029802,0.026966,0.0244,0.022078,0.96706,0.9702,0.97303,0.9756,0.97792
1,1,1,1,1,0.98002,0.98192,0.98364,0.9852,0.98661,0.019977,0.018076,0.016356,0.014799,0.013391,0.98002,0.98192,0.98364,0.9852,0.98661
1,1,1,1,1,0.98788,0.98904,0,0.095163,0.18127,0.012117,0.010963,1,0.90484,0.81873,0.98788,0.98904,0,0.095163,0.18127
1,1,0,0,0,0.25918,0.32968,0.38037,0.34418,0.31142,0.74082,0.67032,-0.38037,-0.34418,-0.31142,0.25918,0.32968,0.38037,0.34418,0.31142
0,0,0,0,0,0.28179,0.25497,0.23071,0.20875,0.18889,-0.28179,-0.25497,-0.23071,-0.20875,-0.18889,0.28179,0.25497,0.23071,0.20875,0.18889
0,0,0,0,0,0.17091,0.15465,0.13993,0.12662,0.11457,-0.17091,-0.15465,-0.13993,-0.12662,-0.11457,0.17091,0.15465,0.13993,0.12662,0.11457
0,0,0,0,0,0.10366,0.093799,0.084873,0.076796,0.069488,-0.10366,-0.093799,-0.084873,-0.076796,-0.069488,0.10366,0.093799,0.084873,0.076796,0.069488
0,0,0,0,0,0.062875,0.056892,0.051478,0.046579,0.042147,-0.062875,-0.056892,-0.051478,-0.046579,-0.042147,0.062875,0.056892,0.051478,0.046579,0.042147
0,0,0,0,0,0.038136,0.034507,0.031223,0.028252,0.025563,-0.038136,-0.034507,-0.031223,-0.028252,-0.025563,0.038136,0.034507,0.031223,0.028252,0.025563
0,0,0,0,0,0.023131,0.020929,0.018938,0.017136,0.015505,-0.023131,-0.020929,-0.018938,-0.017136,-0.015505,0.023131,0.020929,0.018938,0.017136,0.015505
0,0,0,0,0,0.014029,0.012694,0.011486,0.010393,0.0094042,-0.014029,-0.012694,-0.011486,-0.010393,-0.0094042,0.014029,0.012694,0.011486,0.010393,0.0094042
0,0,0,0,0,0.0085093,0.0076995,0.0069668,0.0063038,0.0057039,-0.0085093,-0.0076995,-0.0069668,-0.0063038,-0.0057039,0.0085093,0.0076995,0.0069668,0.0063038,0.0057039
