0.058153,0.070488,0.11462,0.02441,0.0086152,0.012335,0,0,0.064245,0.051691,0,-0.037907,-0.025846,-0.022153,-0.0096921,-0.011846,0,0.021147,0,-0.037692,-0.059566,-0.27874,0,0.21774,0.13824,0.12923,0,0,0,0,0.012776,0.54207,0.31583,0,-0.15051,0,0,-0.72675,-0.19934,-0.16778,-0.057591,-0.059318,-0.4461,-0.46054,0,0.17873,0.10652,0.11298,0.11631,0,-0.082128,0,0.52072,0.19219,0.20038,0.1504,0.15789,0.01279,0.012847,0.5731,0.33648,0.3919,0.71399
0.071183,0.00419,0.0041872,0.040795,0.046684,0.021982,0.022779,0.073336,0.062369,0.068251,0.02356,0.022075,0.055792,0.058751,0.062651,0.067827,0.071518,0.073008,0.071896,0.074943,0.084381,0.090164,0.10337,0.017596,0.0094911,0.0098426,0.010574,0.011304,0.012368,0.015281,0.015763,0.014227,0.014958,0.015332,0.014565,0.015485,0.017149,0.017149,0.01887,0.022421,0,-0.26899,0,0.15377,0.19024,0.23378,0,0,0.26711,0.21922,0.19991,0.12841,0.12378,0.18648,0.18761,0.19546,0.21468,0.25532,0.18586,0.13862,0.13178,0.060502,0
-0.057455,0,0,0,0.020044,0.020825,0.17332,0.062006,0.067091,0.20034,0,-0.45871,0,0.096124,0.067348,0,0,0.17079,0.19828,0.19247,0,0,0.01879,0.017486,0.11491,0.12823,0.15587,0.27027,0.29577,0,-0.039006,0,0.10648,0.095607,0.10068,0,-0.16876,-0.17929,0,0,-0.15755,-0.050266,-0.051817,-0.1414,0,0.067833,0,0,0.089374,0.050023,0.04251,0.063535,0.14462,0.19623,0.17313,0.01672,0.015986,0.036764,0.012728,0.016156,0.060471,0.046743,0.055061
0.063007,0.064634,0.064634,0,0,0,0,0.1511,0,0,0.12081,0,0,0.17553,0.27049,0.19305,0.17217,0,0,0.079864,0,-0.061055,0,0,-0.36705,-0.52536,-0.06058,0,0,0,0,-0.12306,-0.14992,-0.070984,-0.035079,-0.04946,0,0.20132,0.0032514,0.0031367,0,-0.05204,-0.1484,-0.030334,0,0.12399,0.11456,0.09257,0.041276,0.025717,0.025717,0.048539,0.018866,0.018632,0.25549,0.46399,0.56965,0.52697,0,0,0.024848,0.068634,0.33713
0.14946,0,0,0.073228,0.087113,0.048216,0.04508,0.1183,0,0,0.18078,0,-0.11653,0,0.26697,0,0,0.062449,0.15154,0.19718,0.11378,0.027147,0.027018,0.11336,0,-0.083425,0,0,0,0.0018213,0,-0.24204,0,0.045656,0,0,0.084288,0,-0.19219,-0.17626,0,0.33389,0.24907,0.20521,0,0,0.24886,0.19646,0,-0.13074,-0.13583,-0.35613,0,0.32699,0.36062,0.37332,0.38424,0.35958,0,0,0.49666,0.098234,0
-0.060654,0,0.043045,0.036966,0.057904,0.106,0.0020047,0.0019998,0,0,0.092636,0.031646,0,0,0.1299,0.086515,0.078264,0.090819,0.020251,0.020842,0.070141,0,0,0.054117,0,0,0.028409,0.019763,0,-0.052717,-0.028741,0,0.028077,0,-0.018663,0,0,0,0.0061844,0,-0.17523,-0.54729,-0.12691,0,0.1292,0.11541,0.075023,0.083379,0.08913,0.085492,0.15628,0.27248,0.37924,0.36304,0.40195,0.50472,0.55694,0.43438,0,0,0.082621,0.21561,0.35786
0.032029,0,0,0.022658,0.04394,0.020401,0,0,0.043796,0.036688,0,0,0.063307,0.069165,0.061394,0.023424,0.025667,0.07644,0.070263,0.073968,0.057304,0.027288,0.031457,0.029648,0.023009,0.042487,0,0,0.053771,0.026842,0.022842,0,-0.03824,0,0.11054,0.027569,0.027429,0.083451,0.078034,0.0043868,0,0,0.072137,0.084478,0.091882,0.085411,0.090744,0.12323,0.12039,0.049262,0.04907,0.08958,0.096154,0.078164,0.070011,0.064392,0.072251,0.049592,0,0,0.053049,0.063585,0.12937
0.060087,0.0024042,0.0023697,0.038593,0.072578,0.064927,0.052898,0.038086,0.026251,0.035312,0.059342,0.028056,0.025825,0.04661,0.037046,0.036969,0.039663,0.037594,0.063272,0.089169,0.083368,0.080624,0.081704,0.070679,0,0,0.089451,0,0,0.069374,0,0,0.04973,0.013087,0.012628,0.051178,0.043434,0.048588,0.08157,0.090705,0.072419,0.041315,0,0,0.052753,0.056461,0.059191,0.068544,0.10018,0.098094,0.032366,0.020958,0.027167,0.045941,0.070416,0.083624,0.11482,0.057197,0,0,0.07267,0.017582,0
-0.045037,0,0.036777,0.031847,0.049147,0.088609,0.0041979,0.0041741,0,0,0.076544,0.025984,0,0,0.10655,0.070981,0.064552,0.075017,0.016607,0.017094,0.056941,0,0,0.055958,0,0,0.035392,0.025017,0,-0.035246,-0.015071,0,0.033459,0,-0.0063646,0,0,0,0.015364,0,-0.067515,-0.098088,-0.50115,-0.35008,-0.18808,0,0.013169,0.070126,0.090992,0.10172,0.13135,0.14019,0.16314,0.18721,0.28113,0.60193,0.79529,0.51219,0.36602,0.24034,0,0,0.087661
0.067163,0.068901,0.070174,0.071239,0.070639,0.06881,0.065921,0.059399,0.05164,0.043517,0.036051,0.036447,0.046313,0.059501,0.074665,0.088684,0.09653,0.1005,0.10295,0.11268,0.13911,0.17306,0.16479,0.15855,0,0,0.16599,0,-0.042891,0,0,0,0.095463,0.022617,0,-0.074393,-0.049658,0,0,-0.043476,0,0.08435,0.18551,0,0,0.057499,0.047537,0.054696,0.099405,0.11106,0.12702,0.13324,0.18764,0.21519,0.23404,0.27005,0.28462,0.28942,0,-0.14794,0,0.008844,0.1248
