"","Income2014","Income2016","Employ2014","Employ2016","BirthWeight2014","BirthWeight2016","Death2014","Death2016","Stage4Capped2014","Stage4Capped2016","Violence2014","Violence2016","Theft2014","Theft2016"
"11",15.4331211990551,14.9041392546723,11.9587839831279,9.42078473788399,5.3487510158989,5.27772257217036,1001.20972251065,987.355282012959,335.180924808905,351.848405495688,1.14100458934147,1.48438744237621,0.382142294513637,0.326947363566064
"12",16.0909713757165,15.5356404385295,12.5486706972753,9.93749195044121,5.43615525660086,5.35727066830568,1019.4343727963,1006.57569434878,332.439808599759,349.93639732644,1.18247529684734,1.55404330606313,0.43442443219593,0.374009312739171
"13",17.0663436060597,16.4664899331852,13.4328570218008,10.724224052025,5.5685153318507,5.48010825707963,1047.60149791024,1035.6854853277,328.238142299584,346.917859474848,1.24068653191168,1.65417473361573,0.522181010847585,0.452466832780388
"14",18.0882128485744,17.4425195464071,14.3624576782598,11.5605977464347,5.7105542131434,5.61091184822103,1077.43544920997,1066.16916294254,323.96490977717,343.85007815714,1.29934191322713,1.75479501402486,0.620680084456639,0.539015284531744
"15",18.803219189005,18.1298950382994,15.0147919281585,12.1526075169678,5.81527726755992,5.7071073086555,1098.73859784766,1087.68122647689,321.180973997984,341.859803762739,1.34049010516894,1.82294984491819,0.696158695475705,0.60288719305641
"16",14.8175159195037,14.312808020052,11.4128363983384,9.00574892142233,5.22322648573631,5.14567064351411,984.201938643511,968.846608541789,337.25403096281,353.757764812819,1.07264179132392,1.39495327146764,0.354686831729593,0.298574201147275
"17",15.3448559406956,14.8312880378657,11.8889790332326,9.42750464069403,5.28999349119421,5.21001040867135,999.384052326682,984.97952591333,335.221764566614,352.338866963728,1.11137342914554,1.45368218797811,0.405154403461022,0.339098615072866
"18",16.2405701679375,15.7128143711546,12.7059668264201,10.1611675407928,5.40683641151665,5.32474476626363,1026.18253946096,1013.08705462347,331.734700434266,349.8309219322,1.17655764938445,1.55271726494375,0.499734103928443,0.414681717955337
"19",17.2806395469228,16.7391471619676,13.6518380772351,11.0189254829321,5.54261850053873,5.45643819650124,1057.40110868582,1045.69470081915,327.874235045245,347.099863860986,1.25216652911189,1.66588047785482,0.615944335816714,0.506012414856469
"20",18.0608910931742,17.5119437872634,14.3561719789094,11.661291694161,5.64875585587784,5.55791689259309,1080.84494399351,1070.0505611026,325.168765420179,345.219043933962,1.31003876110026,1.74990092961932,0.708153257314635,0.577161488908299
"21",14.3742580369693,13.8901007105363,11.024292574517,8.71661851544094,5.14111494450743,5.06522935878232,974.012480341365,957.708782259182,338.4178135791,354.664888564669,1.03132522254103,1.34368134082412,0.344960487051188,0.288768044651177
"22",14.809700116715,14.3304914648464,11.4187480329423,9.07259567953614,5.19436614075878,5.11829640130212,986.793688758405,971.381323180489,336.950641366468,353.669011847328,1.06701145516165,1.39294295924757,0.393923516449064,0.324454146389399
"23",15.6079963408563,15.1393528773134,12.145248540232,9.73570622901919,5.29592469592065,5.22103730441154,1010.99685155214,997.057487146255,334.280819609889,351.802805798866,1.1336877302756,1.48425462439388,0.490575331703113,0.394975421922001
"24",16.5985943065514,16.144352617975,13.0369915220449,10.5550725014735,5.41999246125308,5.34462683190768,1040.79497074068,1028.69824430845,331.148563096501,349.688268193028,1.21814662007596,1.59779771770378,0.615131988066555,0.484802905020885
"25",17.3904177432699,16.9456435057586,13.7380916540866,11.198926800387,5.52284783454167,5.44477535582537,1064.17709019948,1053.47867465061,328.752090849388,348.112481655482,1.28701054764108,1.6886032138864,0.716145584904812,0.55767822764511
