"","Income2014","Income2016","Employ2014","Employ2016","BirthWeight2014","BirthWeight2016","Death2014","Death2016","Stage4Capped2014","Stage4Capped2016","Violence2014","Violence2016","Theft2014","Theft2016","clus_size"
"1",17.6666666666667,17.1666666666667,13.5,11,5.8,5.73333333333333,1065.33333333333,1060.48333333333,327.666666666667,344.5,1.43833333333333,1.87666666666667,0.605,0.536666666666667,6
"2",11.6666666666667,11.3333333333333,9,7,4.73333333333333,4.7,904.866666666667,888.2,343.333333333333,356.666666666667,0.773333333333333,1.1,0.263333333333333,0.25,3
"3",19.3333333333333,18.6666666666667,16,13,5.5,5.4,1130.46666666667,1119.13333333333,323.333333333333,342,1.17333333333333,1.68666666666667,0.623333333333333,0.503333333333333,3
"4",22,21,18.6666666666667,15,6.73333333333333,6.56666666666667,1202.3,1186.6,306.333333333333,334.666666666667,1.42666666666667,1.98666666666667,0.75,0.713333333333333,3
"5",15.2,14.6,11.6,9.2,5.22,5.1,989.98,970.44,340.2,356.2,1.156,1.426,0.324,0.242,5
"6",16,15,11,8.5,5.45,5.35,1025.95,1008.95,325.5,341.5,1.325,1.705,0.945,0.745,2
