time,x,y,z
69.038,-7.849,-12.029,18.866
69.063,-8.956,-13.505,20.267
69.088,-10.130,-14.777,22.269
69.113,-11.280,-15.607,24.819
69.132,-12.045,-15.777,26.975
69.151,-12.665,-15.463,29.203
69.170,-13.075,-14.630,31.329
69.189,-13.230,-13.308,33.176
69.207,-13.098,-11.603,34.569
69.226,-12.678,-9.702,35.407
69.245,-11.998,-7.793,35.666
69.264,-11.116,-6.025,35.388
69.285,-9.977,-4.352,34.582
69.306,-8.779,-3.083,33.403
69.327,-7.609,-2.225,31.990
69.348,-6.534,-1.714,30.498
69.368,-5.621,-1.458,29.078
69.389,-4.847,-1.388,27.689
69.409,-4.214,-1.450,26.355
69.429,-3.718,-1.604,25.084
69.455,-3.267,-1.890,23.570
69.481,-2.992,-2.251,22.165
69.507,-2.875,-2.673,20.871
69.532,-2.890,-3.166,19.694
69.559,-3.025,-3.781,18.595
69.586,-3.288,-4.512,17.645
69.613,-3.685,-5.385,16.868
69.640,-4.217,-6.436,16.303
69.668,-4.912,-7.732,16.004
69.695,-5.784,-9.270,16.078
69.723,-6.846,-11.030,16.645
69.751,-8.095,-12.926,17.850
69.771,-9.131,-14.330,19.249
69.792,-10.223,-15.583,21.131
69.813,-11.319,-16.515,23.485
69.833,-12.339,-16.939,26.218
69.854,-13.190,-16.668,29.156
69.875,-13.755,-15.628,31.973
69.895,-13.938,-13.872,34.344
69.916,-13.703,-11.562,36.030
69.933,-13.194,-9.431,36.789
69.950,-12.432,-7.332,36.951
69.967,-11.473,-5.420,36.577
69.984,-10.385,-3.804,35.782
70.003,-9.157,-2.445,34.617
70.021,-7.941,-1.472,33.257
70.039,-6.797,-0.846,31.806
70.058,-5.764,-0.489,30.349
70.078,-4.769,-0.310,28.777
70.099,-3.941,-0.300,27.273
70.119,-3.273,-0.400,25.848
70.140,-2.755,-0.564,24.504
70.165,-2.295,-0.815,22.971
70.189,-1.997,-1.099,21.545
70.214,-1.837,-1.403,20.219
70.239,-1.785,-1.737,18.989
70.264,-1.813,-2.115,17.865
70.288,-1.924,-2.549,16.834
70.313,-2.119,-3.055,15.899
70.338,-2.394,-3.663,15.069
70.364,-2.784,-4.468,14.310
70.391,-3.293,-5.462,13.718
70.417,-3.943,-6.689,13.342
70.444,-4.759,-8.186,13.258
70.463,-5.458,-9.432,13.435
70.482,-6.265,-10.830,13.869
70.500,-7.185,-12.361,14.626
70.519,-8.219,-13.976,15.778
70.538,-9.354,-15.598,17.396
70.557,-10.563,-17.085,19.548
70.576,-11.797,-18.252,22.246
70.595,-12.976,-18.880,25.410
70.611,-13.839,-18.829,28.272
70.626,-14.522,-18.157,31.154
70.642,-14.957,-16.838,33.846
70.658,-15.093,-14.931,36.138
70.673,-14.900,-12.578,37.837
70.689,-14.375,-10.015,38.839
70.705,-13.550,-7.470,39.136
70.720,-12.486,-5.125,38.795
70.737,-11.186,-3.010,37.898
70.754,-9.798,-1.351,36.623
70.770,-8.407,-0.153,35.123
70.787,-7.077,0.648,33.548
70.804,-5.830,1.155,31.968
70.821,-4.718,1.420,30.442
70.838,-3.750,1.517,28.994
70.855,-2.928,1.508,27.631
70.876,-2.067,1.414,25.995
70.898,-1.398,1.282,24.478
70.920,-0.888,1.152,23.068
70.942,-0.502,1.046,21.750
70.964,-0.201,0.970,20.505
70.986,0.028,0.933,19.338
71.008,0.204,0.939,18.242
71.030,0.349,0.983,17.211
71.052,0.483,1.063,16.242
71.074,0.611,1.184,15.331
71.095,0.738,1.351,14.478
71.117,0.878,1.568,13.680
71.144,1.078,1.898,12.801
71.170,1.318,2.328,12.002
71.196,1.613,2.888,11.289
71.222,1.987,3.605,10.676
71.252,2.543,4.655,10.132
71.282,3.269,6.045,9.800
71.311,4.215,7.864,9.791
71.341,5.448,10.172,10.288
71.363,6.561,12.169,11.118
71.384,7.875,14.411,12.515
71.406,9.386,16.775,14.651
71.427,11.053,19.012,17.680
71.443,12.273,20.310,20.399
71.458,13.474,21.172,23.577
71.473,14.585,21.408,27.105
71.488,15.518,20.865,30.788
71.503,16.185,19.436,34.354
71.519,16.495,17.192,37.464
71.534,16.386,14.313,39.838
71.549,15.854,11.041,41.306
71.563,15.051,8.060,41.806
71.576,13.983,5.263,41.613
71.590,12.718,2.808,40.849
71.603,11.328,0.782,39.676
71.617,9.843,-0.838,38.224
71.631,8.371,-2.018,36.649
71.645,6.964,-2.818,35.052
71.659,5.656,-3.320,33.505
71.676,4.200,-3.654,31.704
71.694,2.941,-3.769,30.050
71.711,1.873,-3.757,28.542
71.728,0.982,-3.690,27.167
71.748,0.133,-3.601,25.703
71.769,-0.545,-3.542,24.370
71.789,-1.091,-3.541,23.150
71.809,-1.542,-3.615,22.030
71.832,-1.986,-3.792,20.877
71.854,-2.386,-4.080,19.839
71.877,-2.767,-4.491,18.919
71.900,-3.166,-5.027,18.121
71.922,-3.593,-5.658,17.482
71.943,-4.073,-6.423,16.986
71.965,-4.620,-7.331,16.661
71.987,-5.251,-8.385,16.542
72.012,-6.122,-9.802,16.725
72.038,-7.138,-11.392,17.361
72.063,-8.296,-13.071,18.560
72.089,-9.564,-14.671,20.408
72.108,-10.542,-15.669,22.234
72.127,-11.496,-16.346,24.415
72.146,-12.363,-16.564,26.863
72.165,-13.070,-16.213,29.418
72.184,-13.541,-15.227,31.868
72.203,-13.706,-13.677,33.959
72.222,-13.526,-11.714,35.491
72.241,-13.012,-9.517,36.352
72.259,-12.285,-7.499,36.537
72.276,-11.367,-5.652,36.205
72.293,-10.323,-4.081,35.451
72.311,-9.220,-2.838,34.405
72.329,-8.045,-1.863,33.103
72.348,-6.932,-1.217,31.703
72.367,-5.924,-0.846,30.279
72.385,-5.043,-0.678,28.882
72.408,-4.154,-0.653,27.255
72.431,-3.454,-0.766,25.714
72.453,-2.928,-0.963,24.266
72.476,-2.554,-1.212,22.909
72.505,-2.252,-1.589,21.298
72.534,-2.128,-2.015,19.823
72.563,-2.171,-2.490,18.482
72.592,-2.339,-3.058,17.280
72.616,-2.552,-3.630,16.402
72.640,-2.853,-4.310,15.637
72.664,-3.251,-5.120,15.004
72.688,-3.754,-6.092,14.531
72.719,-4.581,-7.620,14.227
72.750,-5.651,-9.521,14.402
72.780,-6.990,-11.782,15.258
72.811,-8.602,-14.241,17.061
72.830,-9.693,-15.698,18.731
72.849,-10.833,-16.969,20.888
72.868,-11.968,-17.878,23.515
72.886,-13.020,-18.240,26.509
72.905,-13.897,-17.869,29.690
72.924,-14.487,-16.695,32.737
72.942,-14.699,-14.768,35.326
72.961,-14.490,-12.253,37.209
72.977,-13.981,-9.868,38.122
72.993,-13.196,-7.498,38.384
73.009,-12.190,-5.320,38.058
73.025,-11.032,-3.455,37.263
73.042,-9.726,-1.885,36.082
73.059,-8.413,-0.730,34.687
73.075,-7.155,0.048,33.193
73.092,-5.998,0.525,31.693
73.111,-4.848,0.810,30.068
73.130,-3.864,0.902,28.521
73.149,-3.043,0.871,27.063
73.168,-2.376,0.772,25.693
73.191,-1.749,0.613,24.150
73.213,-1.284,0.444,22.712
73.236,-0.952,0.287,21.367
73.259,-0.719,0.148,20.106
73.283,-0.542,0.012,18.841
73.307,-0.431,-0.104,17.657
73.332,-0.376,-0.203,16.549
73.356,-0.355,-0.298,15.512
73.380,-0.352,-0.400,14.559
73.404,-0.373,-0.510,13.666
73.428,-0.416,-0.633,12.829
73.452,-0.480,-0.780,12.046
73.481,-0.586,-1.012,11.148
73.511,-0.733,-1.313,10.325
73.540,-0.932,-1.709,9.579
73.570,-1.200,-2.238,8.913
73.602,-1.601,-3.025,8.290
73.635,-2.150,-4.114,7.807
73.667,-2.901,-5.620,7.535
73.700,-3.936,-7.665,7.615
73.723,-4.890,-9.502,8.007
73.746,-6.068,-11.721,8.826
73.769,-7.499,-14.304,10.265
73.792,-9.192,-17.122,12.576
73.808,-10.581,-19.186,14.970
73.825,-12.061,-21.034,18.065
73.842,-13.566,-22.395,21.869
73.859,-14.991,-22.960,26.256
73.872,-15.961,-22.642,29.926
73.885,-16.723,-21.547,33.567
73.898,-17.203,-19.658,36.927
73.911,-17.347,-17.059,39.762
73.924,-17.121,-13.932,41.849
73.937,-16.521,-10.564,43.080
73.951,-15.576,-7.228,43.454
73.964,-14.349,-4.149,43.060
73.977,-12.899,-1.458,42.058
73.990,-11.329,0.710,40.646
74.004,-9.721,2.343,39.000
74.017,-8.140,3.502,37.281
74.031,-6.573,4.309,35.533
74.045,-5.126,4.791,33.876
74.059,-3.820,5.038,32.344
74.073,-2.663,5.130,30.944
74.092,-1.271,5.113,29.173
74.112,-0.138,5.020,27.614
74.132,0.775,4.929,26.233
74.151,1.512,4.888,25.000
74.171,2.110,4.918,23.909
74.190,2.616,5.032,22.928
74.209,3.056,5.236,22.051
74.229,3.463,5.534,21.275
74.248,3.863,5.924,20.600
74.267,4.270,6.410,20.036
74.287,4.697,6.992,19.596
74.306,5.159,7.669,19.292
74.329,5.782,8.601,19.132
74.353,6.483,9.651,19.244
74.376,7.263,10.788,19.676
74.400,8.121,11.951,20.472
74.428,9.252,13.301,21.986
74.457,10.395,14.302,24.117
74.485,11.435,14.671,26.742
74.514,12.206,14.199,29.532
74.538,12.523,13.084,31.623
74.562,12.481,11.485,33.231
74.585,12.066,9.639,34.179
74.609,11.333,7.723,34.418
74.630,10.491,6.139,34.094
74.651,9.535,4.816,33.358
74.672,8.543,3.806,32.319
74.693,7.577,3.107,31.109
74.714,6.673,2.669,29.815
74.735,5.882,2.458,28.498
74.757,5.218,2.428,27.203
74.778,4.690,2.529,25.954
74.806,4.195,2.802,24.416
74.833,3.903,3.202,22.996
74.861,3.797,3.706,21.708
74.889,3.854,4.319,20.567
74.920,4.087,5.167,19.485
74.952,4.512,6.198,18.658
74.983,5.142,7.432,18.146
75.014,5.968,8.893,18.051
75.043,6.878,10.400,18.421
75.071,7.954,12.006,19.355
75.099,9.163,13.561,20.953
75.128,10.423,14.811,23.241
75.148,11.282,15.336,25.248
75.168,12.037,15.415,27.454
75.188,12.618,14.960,29.699
75.208,12.958,13.953,31.787
75.229,13.007,12.448,33.501
75.249,12.741,10.629,34.677
75.269,12.171,8.704,35.241
75.289,11.355,6.840,35.196
75.311,10.294,5.086,34.589
75.332,9.137,3.708,33.545
75.354,7.981,2.739,32.207
75.375,6.898,2.135,30.749
75.396,5.980,1.820,29.360
75.417,5.194,1.705,27.987
75.437,4.546,1.739,26.660
75.458,4.035,1.878,25.392
75.484,3.568,2.160,23.877
75.510,3.284,2.530,22.473
75.536,3.165,2.974,21.183
75.562,3.186,3.498,20.016
75.590,3.342,4.177,18.910
75.618,3.643,4.989,17.978
75.646,4.098,5.961,17.251
75.675,4.706,7.130,16.783
75.702,5.463,8.504,16.645
75.730,6.400,10.098,16.935
75.758,7.521,11.863,17.777
75.786,8.804,13.662,19.303
75.805,9.775,14.829,20.845
75.825,10.762,15.774,22.785
75.844,11.711,16.350,25.078
75.864,12.550,16.422,27.606
75.883,13.203,15.870,30.189
75.903,13.581,14.689,32.565
75.922,13.622,12.967,34.490
75.942,13.311,10.855,35.795
75.959,12.754,8.843,36.358
75.977,11.970,6.901,36.369
75.994,11.018,5.164,35.897
76.011,9.962,3.718,35.054
76.030,8.777,2.511,33.870
76.049,7.620,1.665,32.520
76.068,6.547,1.138,31.096
76.087,5.589,0.856,29.674
76.108,4.663,0.739,28.109
76.130,3.908,0.780,26.612
76.151,3.316,0.924,25.196
76.173,2.873,1.132,23.862
76.199,2.500,1.447,22.331
76.225,2.293,1.809,20.916
76.252,2.234,2.211,19.613
76.278,2.291,2.674,18.422
76.303,2.429,3.190,17.414
76.327,2.661,3.798,16.517
76.352,2.991,4.520,15.745
76.377,3.424,5.390,15.121
76.405,4.065,6.613,14.631
76.434,4.888,8.120,14.463
76.462,5.919,9.932,14.741
76.491,7.177,12.011,15.633
76.511,8.206,13.586,16.743
76.531,9.335,15.146,18.344
76.551,10.532,16.548,20.485
76.571,11.736,17.594,23.155
76.591,12.865,18.062,26.275
76.612,13.795,17.723,29.588
76.632,14.403,16.468,32.761
76.652,14.591,14.357,35.442
76.669,14.367,12.018,37.091
76.687,13.787,9.482,37.997
76.704,12.893,7.003,38.162
76.721,11.761,4.771,37.670
76.739,10.435,2.853,36.648
76.758,9.053,1.406,35.285
76.776,7.701,0.415,33.733
76.794,6.442,-0.203,32.137
76.812,5.314,-0.554,30.589
76.830,4.332,-0.704,29.099
76.848,3.498,-0.718,27.684
76.866,2.807,-0.649,26.348
76.888,2.118,-0.502,24.771
76.911,1.602,-0.326,23.300
76.934,1.232,-0.150,21.925
76.956,0.972,0.016,20.637
76.982,0.769,0.197,19.273
77.008,0.653,0.364,18.003
77.033,0.612,0.519,16.819
77.059,0.618,0.681,15.716
77.083,0.648,0.854,14.772
77.106,0.711,1.050,13.890
77.130,0.807,1.280,13.067
77.153,0.937,1.558,12.302
77.183,1.155,2.006,11.417
77.213,1.449,2.593,10.632
77.242,1.843,3.367,9.960
77.272,2.368,4.394,9.434
77.296,2.925,5.475,9.149
77.321,3.626,6.832,9.046
77.345,4.503,8.516,9.210
77.370,5.594,10.560,9.766
77.394,6.927,12.957,10.882
77.419,8.534,15.660,12.822
77.443,10.397,18.428,15.843
77.467,12.413,20.757,20.137
77.482,13.615,21.647,23.332
77.497,14.734,21.929,26.877
77.511,15.685,21.439,30.588
77.526,16.384,20.095,34.211
77.540,16.749,17.894,37.436
77.555,16.717,15.031,39.972
77.570,16.260,11.776,41.626
77.584,15.409,8.398,42.333
77.598,14.314,5.393,42.196
77.611,12.998,2.747,41.431
77.625,11.544,0.568,40.207
77.639,10.028,-1.118,38.711
77.653,8.505,-2.363,37.092
77.666,7.044,-3.214,35.456
77.680,5.684,-3.747,33.873
77.694,4.446,-4.047,32.381
77.713,2.964,-4.213,30.504
77.732,1.724,-4.209,28.819
77.751,0.704,-4.132,27.306
77.770,-0.125,-4.048,25.940
77.791,-0.880,-3.994,24.540
77.813,-1.486,-4.012,23.275
77.834,-1.979,-4.122,22.131
77.856,-2.408,-4.335,21.097
77.877,-2.808,-4.646,20.178
77.898,-3.202,-5.067,19.369
77.919,-3.607,-5.604,18.680
77.940,-4.048,-6.260,18.123
77.963,-4.582,-7.092,17.693
77.986,-5.193,-8.072,17.470
78.008,-5.890,-9.198,17.499
78.031,-6.686,-10.449,17.832
78.058,-7.771,-12.051,18.702
78.085,-8.982,-13.643,20.216
78.112,-10.264,-15.000,22.433
78.139,-11.503,-15.814,25.276
78.157,-12.248,-15.880,27.477
78.176,-12.834,-15.451,29.716
78.195,-13.198,-14.504,31.813
78.213,-13.300,-13.085,33.595
78.232,-13.113,-11.310,34.897
78.250,-12.642,-9.374,35.634
78.269,-11.920,-7.461,35.795
78.287,-11.007,-5.715,35.435
78.308,-9.857,-4.093,34.569
78.329,-8.658,-2.874,33.360
78.349,-7.497,-2.057,31.943
78.370,-6.432,-1.573,30.460
78.390,-5.514,-1.330,29.023
78.410,-4.737,-1.268,27.622
78.431,-4.103,-1.338,26.277
78.451,-3.607,-1.495,24.999
78.477,-3.158,-1.779,23.484
78.502,-2.883,-2.133,22.077
78.528,-2.764,-2.545,20.781
78.554,-2.774,-3.023,19.597
78.580,-2.898,-3.613,18.496
78.607,-3.145,-4.313,17.535
78.634,-3.520,-5.148,16.736
78.660,-4.024,-6.154,16.135
78.688,-4.690,-7.410,15.775
78.715,-5.531,-8.910,15.765
78.743,-6.561,-10.649,16.219
78.770,-7.783,-12.557,17.283
78.792,-8.860,-14.078,18.636
78.814,-10.014,-15.476,20.524
78.835,-11.191,-16.561,22.955
78.857,-12.300,-17.113,25.837
78.874,-13.056,-17.023,28.310
78.891,-13.635,-16.387,30.775
78.908,-13.974,-15.197,33.043
78.925,-14.034,-13.516,34.934
78.942,-13.793,-11.481,36.287
78.959,-13.258,-9.299,37.026
78.976,-12.464,-7.165,37.154
78.993,-11.473,-5.229,36.739
79.011,-10.254,-3.467,35.823
79.030,-8.981,-2.123,34.575
79.049,-7.735,-1.192,33.132
79.067,-6.572,-0.605,31.627
79.086,-5.510,-0.266,30.116
79.105,-4.590,-0.129,28.648
79.124,-3.818,-0.132,27.246
79.143,-3.187,-0.224,25.915
79.167,-2.580,-0.411,24.352
79.190,-2.145,-0.642,22.891
79.214,-1.858,-0.895,21.527
79.238,-1.688,-1.165,20.253
79.264,-1.600,-1.497,18.937
79.290,-1.614,-1.864,17.724
79.316,-1.725,-2.279,16.613
79.343,-1.919,-2.774,15.605
79.367,-2.168,-3.345,14.760
79.392,-2.501,-4.038,14.025
79.417,-2.931,-4.884,13.419
79.441,-3.474,-5.918,12.977
79.477,-4.491,-7.775,12.730
79.513,-5.863,-10.227,13.162
79.548,-7.636,-13.248,14.643
79.584,-9.806,-16.420,17.695
79.600,-10.916,-17.728,19.792
79.617,-12.036,-18.743,22.327
79.633,-13.107,-19.299,25.240
79.650,-14.054,-19.244,28.397
79.666,-14.797,-18.447,31.592
79.683,-15.244,-16.900,34.532
79.699,-15.326,-14.700,36.945
79.716,-15.022,-12.025,38.634
79.731,-14.425,-9.435,39.439
79.745,-13.557,-6.910,39.578
79.760,-12.475,-4.619,39.133
79.775,-11.249,-2.675,38.236
79.791,-9.884,-1.054,36.977
79.806,-8.515,0.142,35.530
79.822,-7.200,0.957,34.005
79.838,-5.981,1.469,32.489
79.856,-4.715,1.795,30.800
79.874,-3.624,1.914,29.208
79.892,-2.703,1.905,27.723
79.910,-1.943,1.830,26.338
79.933,-1.194,1.706,24.747
79.955,-0.620,1.588,23.276
79.978,-0.188,1.507,21.910
80.000,0.145,1.473,20.636
